Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text
2021,NC,North Carolina,Davidson,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,20.3,17.5,23.5,"11,040",POINT (-80.84681225 35.50068414),3716400,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking
2021,NC,North Carolina,Davidson,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,74.3,71,77.3,"11,040",POINT (-80.84681225 35.50068414),3716400,PREVENT,BPMED,CrdPrv,Taking BP Medication
2021,NC,North Carolina,Davidson,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,14.8,12.6,17.4,"11,040",POINT (-80.84681225 35.50068414),3716400,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity
2021,NC,North Carolina,Davidson,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,75.5,71.9,79.1,"11,040",POINT (-80.84681225 35.50068414),3716400,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup
2021,NC,North Carolina,Davidson,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,32,28.8,35.5,"11,040",POINT (-80.84681225 35.50068414),3716400,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2021,NC,North Carolina,Davidson,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,7.9,6.9,9.1,"11,040",POINT (-80.84681225 35.50068414),3716400,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health
2021,NC,North Carolina,Davidson,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,4.4,3.7,5.1,"11,040",POINT (-80.84681225 35.50068414),3716400,HLTHOUT,COPD,CrdPrv,COPD
2021,NC,North Carolina,Davidson,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,22,18.9,25.5,"11,040",POINT (-80.84681225 35.50068414),3716400,HLTHOUT,DEPRESSION,CrdPrv,Depression
2020,NC,North Carolina,Davidson,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,77.5,76,78.8,"11,040",POINT (-80.84681225 35.50068414),3716400,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2021,NC,North Carolina,Davidson,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,22,19.4,24.9,"11,040",POINT (-80.84681225 35.50068414),3716400,DISABLT,DISABILITY,AgeAdjPrv,Any Disability
2021,NC,North Carolina,Davidson,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,57.5,53,61.9,"11,040",POINT (-80.84681225 35.50068414),3716400,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication
2021,NC,North Carolina,Davidson,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.1,8.1,10.2,"11,040",POINT (-80.84681225 35.50068414),3716400,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2021,NC,North Carolina,Davidson,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,3,2.6,3.4,"11,040",POINT (-80.84681225 35.50068414),3716400,DISABLT,VISION,AgeAdjPrv,Vision Disability
2020,NC,North Carolina,Davidson,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,7.6,5.4,10.6,"11,040",POINT (-80.84681225 35.50068414),3716400,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2021,NC,North Carolina,Davidson,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.4,2.2,2.6,"11,040",POINT (-80.84681225 35.50068414),3716400,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease
2021,NC,North Carolina,Davidson,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,25,22.3,28.1,"11,040",POINT (-80.84681225 35.50068414),3716400,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2021,NC,North Carolina,Davidson,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,87.6,85.4,89.6,"11,040",POINT (-80.84681225 35.50068414),3716400,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening
2021,NC,North Carolina,Davidson,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,9.6,8.2,11,"11,040",POINT (-80.84681225 35.50068414),3716400,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability
2020,NC,North Carolina,Davidson,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,75.2,72.7,77.4,"11,040",POINT (-80.84681225 35.50068414),3716400,PREVENT,DENTAL,CrdPrv,Dental Visit
2021,NC,North Carolina,Davidson,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,7.6,6.5,8.7,"11,040",POINT (-80.84681225 35.50068414),3716400,HLTHOUT,DIABETES,CrdPrv,Diabetes
2021,NC,North Carolina,Davidson,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,2.2,1.9,2.5,"11,040",POINT (-80.84681225 35.50068414),3716400,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2021,NC,North Carolina,Davidson,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,7.1,5.7,9.2,"11,040",POINT (-80.84681225 35.50068414),3716400,PREVENT,ACCESS2,CrdPrv,Health Insurance
2021,NC,North Carolina,Davidson,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.3,5.7,6.8,"11,040",POINT (-80.84681225 35.50068414),3716400,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
2021,NC,North Carolina,Davidson,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,9.3,7.6,11.3,"11,040",POINT (-80.84681225 35.50068414),3716400,RISKBEH,CSMOKING,CrdPrv,Current Smoking
2021,NC,North Carolina,Davidson,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,4.5,3.8,5.2,"11,040",POINT (-80.84681225 35.50068414),3716400,HLTHOUT,COPD,AgeAdjPrv,COPD
2020,NC,North Carolina,Davidson,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,78.9,76.7,80.8,"11,040",POINT (-80.84681225 35.50068414),3716400,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography
2021,NC,North Carolina,Davidson,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,4.4,3.9,5,"11,040",POINT (-80.84681225 35.50068414),3716400,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease
2020,NC,North Carolina,Davidson,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,26.9,25.8,28,"11,040",POINT (-80.84681225 35.50068414),3716400,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
2021,NC,North Carolina,Davidson,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,28.1,23.9,32.7,"11,040",POINT (-80.84681225 35.50068414),3716400,HLTHOUT,OBESITY,CrdPrv,Obesity
2021,NC,North Carolina,Davidson,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.2,2,2.4,"11,040",POINT (-80.84681225 35.50068414),3716400,HLTHOUT,STROKE,CrdPrv,Stroke
2021,NC,North Carolina,Davidson,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,5,4.4,5.7,"11,040",POINT (-80.84681225 35.50068414),3716400,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability
2021,NC,North Carolina,Davidson,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,20.2,17.7,23,"11,040",POINT (-80.84681225 35.50068414),3716400,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2021,NC,North Carolina,Davidson,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,20.2,17.4,23.2,"11,040",POINT (-80.84681225 35.50068414),3716400,RISKBEH,BINGE,CrdPrv,Binge Drinking
2022,NC,North Carolina,Davidson,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,6.7,5.3,8.3,"15,106",POINT (-80.8209142 35.4806559),3716400,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost
2022,NC,North Carolina,Davidson,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,6.7,5.3,8.3,"15,106",POINT (-80.8209142 35.4806559),3716400,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2022,NC,North Carolina,Davidson,BRFSS,Prevention,Colorectal cancer screening among adults aged 45â€“75 years,%,Age-adjusted prevalence,65.7,61.1,69.8,"15,106",POINT (-80.8209142 35.4806559),3716400,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening
2022,NC,North Carolina,Davidson,BRFSS,Prevention,Colorectal cancer screening among adults aged 45â€“75 years,%,Crude prevalence,68.7,64.2,72.7,"15,106",POINT (-80.8209142 35.4806559),3716400,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2022,NC,North Carolina,Davidson,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Age-adjusted prevalence,72.8,69.8,75.5,"15,106",POINT (-80.8209142 35.4806559),3716400,PREVENT,DENTAL,AgeAdjPrv,Dental Visit
2022,NC,North Carolina,Davidson,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,73.8,70.8,76.5,"15,106",POINT (-80.8209142 35.4806559),3716400,PREVENT,DENTAL,CrdPrv,Dental Visit
2022,NC,North Carolina,Davidson,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,80.7,74.2,85.7,"15,106",POINT (-80.8209142 35.4806559),3716400,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography
2022,NC,North Carolina,Davidson,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,80.8,74.3,85.7,"15,106",POINT (-80.8209142 35.4806559),3716400,PREVENT,MAMMOUSE,CrdPrv,Mammography
2022,NC,North Carolina,Davidson,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Age-adjusted prevalence,32.5,28.1,36.8,"15,106",POINT (-80.8209142 35.4806559),3716400,RISKBEH,SLEEP,AgeAdjPrv,Short Sleep Duration
2022,NC,North Carolina,Davidson,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,31.4,27.1,35.7,"15,106",POINT (-80.8209142 35.4806559),3716400,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration
2023,NC,North Carolina,Davidson,BRFSS,Disability,Cognitive disability among adults,%,Age-adjusted prevalence,10.9,9.5,12.5,"15,106",POINT (-80.8209142 35.4806559),3716400,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability
2023,NC,North Carolina,Davidson,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,10.9,9.4,12.8,"15,106",POINT (-80.8209142 35.4806559),3716400,DISABLT,COGNITION,CrdPrv,Cognitive Disability
2023,NC,North Carolina,Davidson,BRFSS,Disability,Any disability among adults,%,Age-adjusted prevalence,22.4,19.5,25.8,"15,106",POINT (-80.8209142 35.4806559),3716400,DISABLT,DISABILITY,AgeAdjPrv,Any Disability
2023,NC,North Carolina,Davidson,BRFSS,Disability,Any disability among adults,%,Crude prevalence,24,20.7,27.5,"15,106",POINT (-80.8209142 35.4806559),3716400,DISABLT,DISABILITY,CrdPrv,Any Disability
2023,NC,North Carolina,Davidson,BRFSS,Disability,Hearing disability among adults,%,Age-adjusted prevalence,5.3,4.7,6,"15,106",POINT (-80.8209142 35.4806559),3716400,DISABLT,HEARING,AgeAdjPrv,Hearing Disability
2023,NC,North Carolina,Davidson,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,6.1,5.3,6.9,"15,106",POINT (-80.8209142 35.4806559),3716400,DISABLT,HEARING,CrdPrv,Hearing Disability
2023,NC,North Carolina,Davidson,BRFSS,Disability,Independent living disability among adults,%,Age-adjusted prevalence,5.1,4.4,5.9,"15,106",POINT (-80.8209142 35.4806559),3716400,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability
2023,NC,North Carolina,Davidson,BRFSS,Disability,Independent living disability among adults,%,Crude prevalence,5.4,4.6,6.3,"15,106",POINT (-80.8209142 35.4806559),3716400,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability
2023,NC,North Carolina,Davidson,BRFSS,Disability,Mobility disability among adults,%,Age-adjusted prevalence,7.9,6.8,9.2,"15,106",POINT (-80.8209142 35.4806559),3716400,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability
2023,NC,North Carolina,Davidson,BRFSS,Disability,Mobility disability among adults,%,Crude prevalence,9,7.6,10.5,"15,106",POINT (-80.8209142 35.4806559),3716400,DISABLT,MOBILITY,CrdPrv,Mobility Disability
2023,NC,North Carolina,Davidson,BRFSS,Disability,Self-care disability among adults,%,Age-adjusted prevalence,2.1,1.8,2.3,"15,106",POINT (-80.8209142 35.4806559),3716400,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability
2023,NC,North Carolina,Davidson,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,2.2,2,2.5,"15,106",POINT (-80.8209142 35.4806559),3716400,DISABLT,SELFCARE,CrdPrv,Self-care Disability
2023,NC,North Carolina,Davidson,BRFSS,Disability,Vision disability among adults,%,Age-adjusted prevalence,2.8,2.5,3.1,"15,106",POINT (-80.8209142 35.4806559),3716400,DISABLT,VISION,AgeAdjPrv,Vision Disability
2023,NC,North Carolina,Davidson,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,3,2.7,3.4,"15,106",POINT (-80.8209142 35.4806559),3716400,DISABLT,VISION,CrdPrv,Vision Disability
2023,NC,North Carolina,Davidson,BRFSS,Health Outcomes,Arthritis among adults,%,Age-adjusted prevalence,21.1,18.5,23.6,"15,106",POINT (-80.8209142 35.4806559),3716400,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis
2023,NC,North Carolina,Davidson,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,23.2,20.5,25.9,"15,106",POINT (-80.8209142 35.4806559),3716400,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2023,NC,North Carolina,Davidson,BRFSS,Health Outcomes,High blood pressure among adults,%,Age-adjusted prevalence,25.8,22.7,28.9,"15,106",POINT (-80.8209142 35.4806559),3716400,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure
2023,NC,North Carolina,Davidson,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,27.9,24.7,31,"15,106",POINT (-80.8209142 35.4806559),3716400,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2023,NC,North Carolina,Davidson,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Age-adjusted prevalence,7.8,7,8.5,"15,106",POINT (-80.8209142 35.4806559),3716400,HLTHOUT,CANCER,AgeAdjPrv,Cancer (non-skin) or Melanoma
2023,NC,North Carolina,Davidson,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,8.9,8,9.7,"15,106",POINT (-80.8209142 35.4806559),3716400,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma
2023,NC,North Carolina,Davidson,BRFSS,Health Outcomes,Current asthma among adults,%,Age-adjusted prevalence,9.8,8.6,11.1,"15,106",POINT (-80.8209142 35.4806559),3716400,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma
2023,NC,North Carolina,Davidson,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.8,8.6,11.1,"15,106",POINT (-80.8209142 35.4806559),3716400,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2023,NC,North Carolina,Davidson,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Age-adjusted prevalence,4.2,3.7,4.7,"15,106",POINT (-80.8209142 35.4806559),3716400,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease
2023,NC,North Carolina,Davidson,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,4.9,4.3,5.5,"15,106",POINT (-80.8209142 35.4806559),3716400,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2023,NC,North Carolina,Davidson,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Age-adjusted prevalence,4,3.4,4.6,"15,106",POINT (-80.8209142 35.4806559),3716400,HLTHOUT,COPD,AgeAdjPrv,COPD
2023,NC,North Carolina,Davidson,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Crude prevalence,4.4,3.7,5.1,"15,106",POINT (-80.8209142 35.4806559),3716400,HLTHOUT,COPD,CrdPrv,COPD
2023,NC,North Carolina,Davidson,BRFSS,Health Outcomes,Depression among adults,%,Age-adjusted prevalence,24.6,21.3,28.1,"15,106",POINT (-80.8209142 35.4806559),3716400,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression
2023,NC,North Carolina,Davidson,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,23.9,20.7,27.4,"15,106",POINT (-80.8209142 35.4806559),3716400,HLTHOUT,DEPRESSION,CrdPrv,Depression
2023,NC,North Carolina,Davidson,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Age-adjusted prevalence,6.9,5.9,8,"15,106",POINT (-80.8209142 35.4806559),3716400,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes
2023,NC,North Carolina,Davidson,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,7.7,6.6,8.9,"15,106",POINT (-80.8209142 35.4806559),3716400,HLTHOUT,DIABETES,CrdPrv,Diabetes
2023,NC,North Carolina,Davidson,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Age-adjusted prevalence,30.2,26.5,33.7,"15,106",POINT (-80.8209142 35.4806559),3716400,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol
2023,NC,North Carolina,Davidson,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,33.1,29.5,36.7,"15,106",POINT (-80.8209142 35.4806559),3716400,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2023,NC,North Carolina,Davidson,BRFSS,Health Outcomes,Obesity among adults,%,Age-adjusted prevalence,24.7,20.2,29.2,"15,106",POINT (-80.8209142 35.4806559),3716400,HLTHOUT,OBESITY,AgeAdjPrv,Obesity
2023,NC,North Carolina,Davidson,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,23.5,19.3,28,"15,106",POINT (-80.8209142 35.4806559),3716400,HLTHOUT,OBESITY,CrdPrv,Obesity
2023,NC,North Carolina,Davidson,BRFSS,Health Outcomes,Stroke among adults,%,Age-adjusted prevalence,2.1,1.9,2.4,"15,106",POINT (-80.8209142 35.4806559),3716400,HLTHOUT,STROKE,AgeAdjPrv,Stroke
2023,NC,North Carolina,Davidson,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,2.4,2.2,2.7,"15,106",POINT (-80.8209142 35.4806559),3716400,HLTHOUT,STROKE,CrdPrv,Stroke
2023,NC,North Carolina,Davidson,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Age-adjusted prevalence,10.6,9.1,12.4,"15,106",POINT (-80.8209142 35.4806559),3716400,HLTHSTAT,GHLTH,AgeAdjPrv,General Health
2023,NC,North Carolina,Davidson,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude prevalence,11,9.4,12.9,"15,106",POINT (-80.8209142 35.4806559),3716400,HLTHSTAT,GHLTH,CrdPrv,General Health
2023,NC,North Carolina,Davidson,BRFSS,Health Status,Frequent mental distress among adults,%,Age-adjusted prevalence,14.4,12.7,16.4,"15,106",POINT (-80.8209142 35.4806559),3716400,HLTHSTAT,MHLTH,AgeAdjPrv,Frequent Mental Distress
2023,NC,North Carolina,Davidson,BRFSS,Health Status,Frequent mental distress among adults,%,Crude prevalence,14,12.2,16,"15,106",POINT (-80.8209142 35.4806559),3716400,HLTHSTAT,MHLTH,CrdPrv,Frequent Mental Distress
2023,NC,North Carolina,Davidson,BRFSS,Health Status,Frequent physical distress among adults,%,Age-adjusted prevalence,8.9,7.8,10.1,"15,106",POINT (-80.8209142 35.4806559),3716400,HLTHSTAT,PHLTH,AgeAdjPrv,Frequent Physical Distress
2023,NC,North Carolina,Davidson,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,9.2,8,10.6,"15,106",POINT (-80.8209142 35.4806559),3716400,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress
2023,NC,North Carolina,Davidson,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,6,4.9,7.2,"15,106",POINT (-80.8209142 35.4806559),3716400,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance
2023,NC,North Carolina,Davidson,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,5.5,4.4,6.9,"15,106",POINT (-80.8209142 35.4806559),3716400,PREVENT,ACCESS2,CrdPrv,Health Insurance
2023,NC,North Carolina,Davidson,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Age-adjusted prevalence,55.8,51.1,60.1,"15,106",POINT (-80.8209142 35.4806559),3716400,PREVENT,BPMED,AgeAdjPrv,High Blood Pressure Medication
2023,NC,North Carolina,Davidson,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude prevalence,75.9,72.6,78.7,"15,106",POINT (-80.8209142 35.4806559),3716400,PREVENT,BPMED,CrdPrv,High Blood Pressure Medication
2023,NC,North Carolina,Davidson,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Age-adjusted prevalence,77.9,74.3,81,"15,106",POINT (-80.8209142 35.4806559),3716400,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup
2023,NC,North Carolina,Davidson,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,79.4,75.9,82.3,"15,106",POINT (-80.8209142 35.4806559),3716400,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2023,NC,North Carolina,Davidson,BRFSS,Prevention,Cholesterol screening among adults,%,Age-adjusted prevalence,89.1,87.3,90.6,"15,106",POINT (-80.8209142 35.4806559),3716400,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening
2023,NC,North Carolina,Davidson,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,89,87,90.6,"15,106",POINT (-80.8209142 35.4806559),3716400,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2023,NC,North Carolina,Davidson,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Age-adjusted prevalence,18,15,21.1,"15,106",POINT (-80.8209142 35.4806559),3716400,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking
2023,NC,North Carolina,Davidson,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,16.7,13.9,19.6,"15,106",POINT (-80.8209142 35.4806559),3716400,RISKBEH,BINGE,CrdPrv,Binge Drinking
2023,NC,North Carolina,Davidson,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Age-adjusted prevalence,8,6.6,9.6,"15,106",POINT (-80.8209142 35.4806559),3716400,RISKBEH,CSMOKING,AgeAdjPrv,Current Cigarette Smoking
2023,NC,North Carolina,Davidson,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,7.3,6,8.9,"15,106",POINT (-80.8209142 35.4806559),3716400,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking
2023,NC,North Carolina,Davidson,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Age-adjusted prevalence,14.6,12.2,17.4,"15,106",POINT (-80.8209142 35.4806559),3716400,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity
2023,NC,North Carolina,Davidson,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,15,12.4,17.8,"15,106",POINT (-80.8209142 35.4806559),3716400,RISKBEH,LPA,CrdPrv,Physical Inactivity
2023,NC,North Carolina,Davidson,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Age-adjusted prevalence,18.5,15.6,21.7,"15,106",POINT (-80.8209142 35.4806559),3716400,SOCLNEED,EMOTIONSPT,AgeAdjPrv,Lack of Social/Emotional Support
2023,NC,North Carolina,Davidson,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Crude prevalence,18.2,15.3,21.5,"15,106",POINT (-80.8209142 35.4806559),3716400,SOCLNEED,EMOTIONSPT,CrdPrv,Lack of Social/Emotional Support
2023,NC,North Carolina,Davidson,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Age-adjusted prevalence,7,5.7,8.6,"15,106",POINT (-80.8209142 35.4806559),3716400,SOCLNEED,FOODINSECU,AgeAdjPrv,Food Insecurity
2023,NC,North Carolina,Davidson,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Crude prevalence,6.7,5.3,8.4,"15,106",POINT (-80.8209142 35.4806559),3716400,SOCLNEED,FOODINSECU,CrdPrv,Food Insecurity
2023,NC,North Carolina,Davidson,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Age-adjusted prevalence,4.7,3.7,5.8,"15,106",POINT (-80.8209142 35.4806559),3716400,SOCLNEED,FOODSTAMP,AgeAdjPrv,Food Stamps
2023,NC,North Carolina,Davidson,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Crude prevalence,4.2,3.3,5.3,"15,106",POINT (-80.8209142 35.4806559),3716400,SOCLNEED,FOODSTAMP,CrdPrv,Food Stamps
2023,NC,North Carolina,Davidson,BRFSS,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,%,Age-adjusted prevalence,6.6,5.5,7.9,"15,106",POINT (-80.8209142 35.4806559),3716400,SOCLNEED,HOUSINSECU,AgeAdjPrv,Housing Insecurity
2023,NC,North Carolina,Davidson,BRFSS,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,%,Crude prevalence,5.9,4.8,7.1,"15,106",POINT (-80.8209142 35.4806559),3716400,SOCLNEED,HOUSINSECU,CrdPrv,Housing Insecurity
2023,NC,North Carolina,Davidson,BRFSS,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,%,Age-adjusted prevalence,4.7,4,5.5,"15,106",POINT (-80.8209142 35.4806559),3716400,SOCLNEED,LACKTRPT,AgeAdjPrv,Transportation Barriers
2023,NC,North Carolina,Davidson,BRFSS,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,%,Crude prevalence,4.6,3.9,5.6,"15,106",POINT (-80.8209142 35.4806559),3716400,SOCLNEED,LACKTRPT,CrdPrv,Transportation Barriers
2023,NC,North Carolina,Davidson,BRFSS,Health-Related Social Needs,Loneliness among adults,%,Age-adjusted prevalence,29.4,25.2,34.1,"15,106",POINT (-80.8209142 35.4806559),3716400,SOCLNEED,LONELINESS,AgeAdjPrv,Loneliness
